day_of_year,mean_air_temperature,std_air_temperature,mean_daily_max_air_temperature,std_daily_max_air_temperature
324,7.713932262182262,2.6832138772609673,9.526,2.8546049931061686
325,6.542968635531136,2.5283215876029894,8.425857142857144,3.2395150063227796
326,5.679749417249417,2.787920812438192,8.028571428571428,3.1208025600873275
327,5.338803876678877,2.072147415842428,7.737571428571429,1.6915371566657804
328,6.791970508658009,1.7199905443137444,8.975428571428571,1.4680507322231584
329,7.136466804029304,2.3704742404817316,8.471714285714286,2.615710528982244
330,7.139265331890333,2.7832031935244674,8.852714285714287,3.4111261441683114
331,6.815520056332557,2.4140981882354122,8.340285714285715,2.6905219267077602
332,6.813037247474747,2.5758854518636842,8.47557142857143,2.6674102832237145
333,6.115887882950383,2.656897854204105,8.548714285714286,2.6109209559263253
334,5.272766913641914,1.847538657920971,7.176714285714285,1.9609779630145188
335,5.292591748529248,0.959379298009492,6.570285714285714,1.60990017436752
336,4.759892553524907,0.9164715505901724,6.4628571428571435,1.2403760758430522
337,4.551476851851851,2.027082067696241,5.483333333333333,1.9613444028692835
338,5.177251727439227,1.7427956443192862,7.040857142857143,1.7395597554718094
339,5.3548577741702745,1.05174697030833,7.278714285714286,1.3363352516348228
340,5.255166964979465,1.3233342646189392,7.095714285714286,1.8052213820180723
341,6.406446983571984,2.482129743735143,7.861571428571429,2.6987558773839266
342,6.285749694749695,2.048849528413946,8.165000000000001,2.6434167914525575
343,5.42190598984349,1.9298896406714177,7.403714285714286,2.7907782495381537
344,5.61966924048174,2.583489482309348,7.3625,2.382449894541331
345,4.893079177766678,3.3692484215758096,6.658571428571428,4.240389323994628
346,4.6315032051282055,3.426343070815228,6.207285714285715,3.325934390728201
347,4.792997766122766,2.841258602363485,6.2942857142857145,2.8696186572600966
348,5.618520521145521,2.0955152655225384,7.121285714285714,2.8156182100494207
349,5.875597236097236,2.0269035635424495,7.368714285714285,2.2549599933099853
350,5.223663343600843,1.8807974458869061,6.656428571428571,1.8788206280486044
351,4.8792749403374405,2.6044709094519254,5.986142857142857,2.846386916107941
352,5.364791125541125,2.827417082058814,6.746,3.2761029186112767
353,5.604363601676101,2.2110314678362974,7.162571428571428,2.41848946363516
354,6.402812125374625,2.858920538314515,8.164857142857143,3.465001319315354
355,6.0683428238428245,2.783652743389069,8.021857142857142,3.529586256610984
356,6.649594676157177,3.179755414449659,7.932142857142857,3.4331291571282034
357,6.894527722277722,2.819670794408615,8.705571428571428,2.6982019850969183
358,6.595255383505384,2.8485904940463573,8.577,3.1584828108866874
359,6.7500435952935955,2.710345331367158,8.111571428571429,3.1498099867104608
360,5.279878517316017,2.7322630502091108,6.804714285714286,3.060415315731168
361,4.766464334276834,2.8886746354439605,6.013714285714286,3.13336234282417
362,5.060549827261293,2.9962567804324522,7.372142857142856,3.7079531832971955
363,4.847026628464128,3.178601857809673,5.935,3.3607337294108857
364,4.9947057190494695,3.6879210160851192,6.520166666666667,4.149876114616756
365,5.051363888888888,4.920669369599245,6.373,5.200501754638681
366,2.2071258741258744,,2.699,
