day_of_year,mean_wind_speed,std_wind_speed
185,2.552086514180264,0.5560005693699862
186,2.2892623510748513,0.6523660041374384
187,2.345405197811448,1.230317857096789
188,3.0542014412285243,1.3959539707600805
189,3.5840749967624963,2.1279722718477494
190,2.523764862377765,1.3764654505056781
191,2.521022363053613,1.6147070834689299
192,2.5693207070707067,1.1124656510097832
193,2.5777642496392494,0.8766315191062858
194,2.4656507242757244,1.1759294933701365
195,2.2359660755910755,1.3358432581761945
196,2.1890194666444667,0.531929354239973
197,2.5291443903318904,0.7973981419961642
198,3.338850468975469,1.7532806337086735
199,3.3591571484071485,2.3340099982626357
200,3.2058670912420912,1.9030841553230584
201,2.2289401986901987,0.8650166141518056
202,2.5878634559884555,1.4411977253144739
203,2.4527801226551227,1.0221571926773696
204,2.4870587537462536,0.9192676360095118
205,2.4530294011544016,0.8678656348567055
206,3.4013483044733044,1.511157105616049
207,2.30296780996781,0.792286899263782
208,2.6257805874680877,0.9039560299010088
209,1.9812548354423356,0.5293978439421804
210,2.1513173683954934,0.48888020034254637
211,2.2578284952894325,0.7235770769682629
212,1.836068758498446,0.5807771465670044
213,2.5331307000291376,1.2376097321188244
214,2.8903881058177934,1.421817735600551
215,2.629463377768065,0.9409113312217897
216,2.1904585640054393,0.9396550161891796
217,2.7621104737276614,1.2166488257902577
218,3.3896688034188034,1.6437975737636976
219,2.419004819832945,0.9076199678991568
220,2.005453137140637,1.1200057379100397
221,1.9709386897824397,0.9012098722947305
222,1.806164372086247,0.44870054581548335
223,1.9038022023115773,0.8933337445511325
224,2.1031621150162096,0.8375357621691563
225,2.59726592244561,1.2606722385911495
226,2.7089752695221447,1.2308779230272135
227,2.250586945172883,0.906757822885508
228,2.5299247766122765,1.2413997655626368
229,2.653981121309246,0.9181407482584366
230,2.290454794337607,0.5680632468389831
231,2.0063061200951826,0.7790224748310618
232,2.1925895493395493,1.4350175480938498
233,2.154652292152292,1.4675494698114717
234,2.420274426961927,0.8508925654323766
235,2.6569269862082363,1.1334242926712987
236,2.4251191117909867,1.7920074470495475
237,2.105576024669775,0.6565439413367413
238,2.1569964488636364,0.5012980814322137
239,2.7648052641802643,1.411016999299964
240,2.4985332956973583,1.195280082842886
241,2.748244026806527,1.389679287480577
242,2.2653381895881894,1.043052015192574
243,2.8664458831099457,1.2659842217512987
244,2.17528048513986,0.5618807317043961
245,2.3225882624320127,1.2667483806932418
246,2.0078309476981353,0.5844707946660288
247,1.6500759154040403,0.4356890358312364
248,1.9526484765234766,0.8492392900074485
249,2.5498061244311243,1.6549394924436764
250,1.9849551906426905,1.0868376064347312
251,2.6557773476523474,1.8877365451403607
252,2.1153040154290155,1.453361123251481
253,2.4256334013209013,1.732976168990899
254,2.53199922993673,1.7841027895433317
255,2.263809516872017,1.3129012727539071
256,1.7750530927405925,0.6430023429924149
257,2.1721822205572208,0.9085516599701375
258,2.702583825896326,2.0073119343355255
259,2.470797952047952,1.4593185753394897
260,2.445369748307248,1.163772704638491
261,3.4402595216086596,2.1755997673489857
262,2.7517754144004143,1.6006938751880155
263,2.158055722055722,1.3112529904479449
264,2.289559142246642,1.0269323603287563
265,2.490214923964924,1.3211137583116674
266,1.8748272075147077,0.38340044972231185
267,2.3390735445110447,0.7095598500662217
268,3.0113312867687867,1.2954195793204692
269,2.93636186036186,1.8111989115357936
270,3.899680611055611,2.8311200597392707
271,4.197125416250416,2.5840506964870205
272,3.1287065503940505,1.1056210775937292
273,2.5839262265512266,0.576922026898337
274,2.6134653124653124,1.476651431604828
275,2.325944708069708,0.7996817564294326
276,2.606274648962149,0.6167168561956251
277,3.6932285145410146,1.8873609344544124
278,4.01909256021756,2.197118699174595
279,3.210394216894217,2.1513500411168507
280,2.8240861985236987,2.3452444289157395
281,2.6775152972027976,1.785559127630017
282,2.7025690975690972,1.683628066295955
283,2.3256250832500833,1.2131332861973871
284,2.524752816627817,1.204630565423118
285,2.2882896894771894,0.6879518235114204
286,2.5941638014763018,1.4395333162563773
287,2.6994985084360086,1.3509879757019139
288,3.2555030316905316,1.1678685942398483
289,2.7033606462981465,1.7294442301507928
290,2.1202955724830725,1.863853187073951
291,1.4936405677655675,0.30114277300153297
292,1.698334928959929,0.2142116200513237
293,2.1226649739149734,1.1542484705366174
294,3.0698388139638135,2.2422823022943983
295,1.9395995115995117,0.8598267377736467
296,2.850080738705739,2.6916282820297326
297,2.6284512362637362,2.1843448952340934
298,2.049085060772561,1.2484748471262472
299,2.647075598013098,2.2302251360665184
300,2.9949282314907313,2.3842341450837234
301,1.990529963092463,1.224324565223046
302,1.6497744216480918,0.5093636343998764
303,1.7730287085599585,0.7040418098507781
304,1.4173770477207979,0.2174380810204723
305,1.9563090728715729,0.47979475416120354
306,2.7948029470529474,1.6011594672979759
307,3.0868990453990457,1.772097262880247
308,3.537159854034854,1.9622682923751364
309,3.7073428932178936,2.4468111991579087
310,2.8985014776889777,1.3076241564299838
311,2.533213286713287,1.701453862010313
312,2.2070851856476854,1.5309597802704116
313,2.1633760406260407,0.9473393992879005
314,2.5682142718392718,2.187401513094975
315,2.374762765012765,1.628494073151695
316,2.4851360583860584,1.22094376052574
317,2.2386612207237206,1.3967959303376036
318,3.3074518239665642,1.3157916370650886
319,3.2909877298627297,1.3983201717383271
320,2.5286054859492357,0.8298156753287014
321,3.4454783966033964,1.325137255547565
322,3.197791978854479,1.5014842225815177
323,2.7725635545010547,1.299038111303832
324,3.316171196858697,1.5150290114429121
325,3.715049353424353,1.8221722491758066
326,4.851546071983572,1.8863224791156772
327,3.076669198856699,1.7354559119266468
328,2.4940371919746918,1.0080683730557325
329,2.725011842324342,1.7254377037773885
330,2.391199272949273,1.0338579173600335
331,3.3399228965478964,1.9114292745648604
332,3.676978785103785,2.35246324114786
333,2.5835458916083915,1.1246397786859323
334,3.0044641053391055,1.148120537556101
335,2.658183281995782,1.067949693602202
336,2.6653719556587205,1.2247689440952099
337,2.8705578703703707,1.3132358001792472
338,2.3509744214119217,0.7815394262197188
339,3.328454802142302,1.8002653025221138
340,1.984197802197802,0.47086135307203353
341,2.2499373334998336,0.5873118036664233
342,2.913711975524475,0.6902137468913262
343,3.1280337925962924,2.287814902490324
344,3.7309657553095055,2.6100120225084997
345,3.083087891275391,1.4998345735151706
346,2.9285329115329115,1.7555749560656788
347,3.2622909451659448,2.179992272525394
348,2.353895791708292,1.6133320542180594
349,2.0510580391830393,0.5436962532253937
350,2.0776706904206903,1.07364083060314
351,1.8537162837162835,0.9358626085026076
352,1.5548336802086802,0.4935748535608303
353,1.415403971028971,0.3356503876613046
354,2.0804502303252304,0.9455876906151363
355,2.2403509546009546,1.4152240997996717
356,3.657314657564658,2.4234035623325916
357,3.822767267454768,1.8182671897516416
358,3.0983139152514148,2.5473322014930173
359,2.8722732822732824,1.8127939380738134
360,2.7520153665778664,1.0758327327366441
361,2.317389894827395,1.0660026785699852
362,2.943543259528692,1.3960748579522484
363,3.1575500518000523,2.089115973169481
364,2.910915752072002,2.0689605235116293
365,2.289490277777778,1.5378231934774504
366,1.4588601398601397,
