Datetime,Satellite,Mean (mg m-3),Min (mg m-3),Max (mg m-3),Pixel Coverage (%),URL
2020-10-13T09:54:00.000+00:00,S3A,2.58564,2.10195,8.46804,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201013T095426_sui_geneva.tif
2020-10-14T09:28:00.000+00:00,S3A,3.34043,2.35451,8.1587,8,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201014T092815_sui_geneva.tif
2020-10-16T10:16:00.000+00:00,S3A,2.47217,1.62409,10.48204,24,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201016T101652_sui_geneva.tif
2020-10-17T09:50:00.000+00:00,S3A,2.71083,2.0126,9.53783,9,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201017T095041_sui_geneva.tif
2020-10-20T10:13:00.000+00:00,S3A,2.6978,2.26003,5.38991,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201020T101308_sui_geneva.tif
2020-10-24T10:09:00.000+00:00,S3A,2.74815,1.87025,11.38754,47,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201024T100923_sui_geneva.tif
2020-10-28T10:05:00.000+00:00,S3A,5.60644,5.60644,5.60644,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201028T100539_sui_geneva.tif
2020-11-02T09:35:00.000+00:00,S3A,8.86115,3.74075,13.69511,15,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201102T093543_sui_geneva.tif
2020-11-08T10:20:00.000+00:00,S3A,9.32217,8.49432,11.28866,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201108T102035_sui_geneva.tif
2020-11-09T09:54:00.000+00:00,S3A,9.40739,5.04952,13.95905,9,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201109T095424_sui_geneva.tif
2020-11-06T09:31:00.000+00:00,S3A,9.42211,5.47668,11.54478,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201106T093158_sui_geneva.tif
2020-11-16T10:13:00.000+00:00,S3A,6.8266,2.12635,13.24691,17,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201116T101305_sui_geneva.tif
2020-11-12T10:16:00.000+00:00,S3A,7.82086,2.55177,11.95318,61,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201112T101650_sui_geneva.tif
2020-11-13T09:50:00.000+00:00,S3A,9.84342,5.46505,13.23912,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201113T095039_sui_geneva.tif
2020-11-14T09:24:00.000+00:00,S3A,11.64591,7.93581,15.09439,43,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201114T092428_sui_geneva.tif
2020-11-17T09:46:00.000+00:00,S3A,7.75845,4.1964,10.37679,4,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201117T094654_sui_geneva.tif
2020-11-18T09:20:00.000+00:00,S3A,12.07512,9.01196,15.52664,16,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201118T092043_sui_geneva.tif
2020-11-20T10:09:00.000+00:00,S3A,7.59662,2.08664,22.10285,21,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201120T100920_sui_geneva.tif
2020-11-24T10:05:00.000+00:00,S3A,8.4358,3.53107,13.70767,6,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201124T100535_sui_geneva.tif
2020-11-21T09:43:00.000+00:00,S3A,10.03093,3.6651,14.7402,26,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201121T094309_sui_geneva.tif
2020-11-28T10:01:00.000+00:00,S3A,7.47872,2.73415,13.18871,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201128T100150_sui_geneva.tif
2020-12-02T09:58:00.000+00:00,S3A,7.53402,2.8212,14.116,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201202T095804_sui_geneva.tif
2020-12-05T10:20:00.000+00:00,S3A,10.90428,7.09479,34.85419,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201205T102030_sui_geneva.tif
2020-12-06T09:54:00.000+00:00,S3A,8.00095,2.38354,11.73863,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201206T095419_sui_geneva.tif
2020-12-03T09:31:00.000+00:00,S3A,10.52963,4.54437,15.77987,15,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201203T093153_sui_geneva.tif
2020-12-07T09:28:00.000+00:00,S3A,10.94368,5.4011,33.94988,7,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201207T092808_sui_geneva.tif
2020-12-01T10:24:00.000+00:00,S3A,8.28298,2.76235,12.11839,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201201T102415_sui_geneva.tif
2020-12-10T09:50:00.000+00:00,S3A,9.63866,2.46592,13.56798,11,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201210T095035_sui_geneva.tif
2020-12-09T10:16:00.000+00:00,S3A,10.02104,2.58507,13.32465,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201209T101646_sui_geneva.tif
2020-12-13T10:13:00.000+00:00,S3A,7.17916,0,39.35286,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201213T101301_sui_geneva.tif
2020-12-14T09:46:00.000+00:00,S3A,10.54913,5.5167,14.02253,6,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201214T094650_sui_geneva.tif
2020-12-18T09:43:00.000+00:00,S3A,10.98029,7.14966,15.11867,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201218T094306_sui_geneva.tif
2020-12-22T09:39:00.000+00:00,S3A,14.29876,12.53662,16.40054,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201222T093923_sui_geneva.tif
2020-12-25T10:01:00.000+00:00,S3A,10.3237,0,84.83228,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201225T100150_sui_geneva.tif
2020-12-26T09:35:00.000+00:00,S3A,9.76928,4.99497,17.78988,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201226T093539_sui_geneva.tif
2020-12-28T10:24:00.000+00:00,S3A,8.42567,2.34297,14.2144,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201228T102417_sui_geneva.tif
2020-12-29T09:58:00.000+00:00,S3A,11.64272,9.4847,13.65163,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201229T095807_sui_geneva.tif
2020-12-30T09:31:00.000+00:00,S3A,15.2059,10.10984,36.93515,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20201230T093156_sui_geneva.tif
2021-01-07T09:24:00.000+00:00,S3A,14.35026,7.81715,42.49064,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210107T092429_sui_geneva.tif
2021-01-09T10:13:00.000+00:00,S3A,8.54323,2.18604,13.27804,17,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210109T101307_sui_geneva.tif
2021-01-01T10:20:00.000+00:00,S3A,11.78193,11.78193,11.78193,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210101T102034_sui_geneva.tif
2021-01-10T09:46:00.000+00:00,S3A,8.48593,2.00639,15.43949,26,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210110T094656_sui_geneva.tif
2021-01-11T09:20:00.000+00:00,S3A,12.47785,10.81134,14.3902,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210111T092045_sui_geneva.tif
2021-01-14T09:43:00.000+00:00,S3A,18.78772,10.84384,26.7316,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210114T094312_sui_geneva.tif
2021-01-18T09:39:00.000+00:00,S3A,10.41303,3.06405,24.58481,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210118T093929_sui_geneva.tif
2021-01-22T09:35:00.000+00:00,S3A,13.43099,10.4972,17.12152,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210122T093545_sui_geneva.tif
2021-01-24T10:24:00.000+00:00,S3A,4.08448,1.27471,13.854,35,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210124T102422_sui_geneva.tif
2021-01-25T09:58:00.000+00:00,S3A,12.23586,0.1581,235.96031,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210125T095812_sui_geneva.tif
2021-01-26T09:32:00.000+00:00,S3A,10.04959,2.20261,14.00373,20,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210126T093201_sui_geneva.tif
2021-02-03T09:24:00.000+00:00,S3A,13.59805,6.59313,34.30876,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210203T092432_sui_geneva.tif
2021-02-09T10:09:00.000+00:00,S3A,2.81502,0.97899,11.24626,11,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210209T100925_sui_geneva.tif
2021-02-10T09:43:00.000+00:00,S3A,11.64928,11.64928,11.64928,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210210T094314_sui_geneva.tif
2021-02-14T09:39:00.000+00:00,S3A,2.36792,0.13306,7.98421,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210214T093929_sui_geneva.tif
2021-02-17T10:01:00.000+00:00,S3A,2.12257,0.15745,10.27559,46,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210217T100156_sui_geneva.tif
2021-02-20T10:24:00.000+00:00,S3A,2.44957,0.89004,13.39883,60,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210220T102422_sui_geneva.tif
2021-02-21T09:58:00.000+00:00,S3A,2.87246,1.18455,11.96611,48,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210221T095811_sui_geneva.tif
2021-02-24T10:20:00.000+00:00,S3A,11.1513,5.73982,14.74411,33,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210224T102037_sui_geneva.tif
2021-02-25T09:54:00.000+00:00,S3A,9.41845,2.42737,14.72759,76,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210225T095426_sui_geneva.tif
2021-02-26T09:28:00.000+00:00,S3A,12.73684,8.32841,15.47845,30,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210226T092815_sui_geneva.tif
2021-02-28T10:16:00.000+00:00,S3A,4.45682,1.17825,11.05729,29,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210228T101652_sui_geneva.tif
2021-03-04T10:13:00.000+00:00,S3A,10.44124,3.9868,14.97835,10,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210304T101307_sui_geneva.tif
2021-03-02T09:24:00.000+00:00,S3A,9.14891,4.32966,12.312,21,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210302T092430_sui_geneva.tif
2021-03-01T09:50:00.000+00:00,S3A,4.87605,1.61176,12.56775,76,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210301T095041_sui_geneva.tif
2021-03-08T10:09:00.000+00:00,S3A,4.27799,1.73651,11.46033,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210308T100922_sui_geneva.tif
2021-03-12T10:05:00.000+00:00,S3A,3.02791,0.48785,12.19899,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210312T100537_sui_geneva.tif
2021-03-16T10:01:00.000+00:00,S3A,2.63951,0.826,6.86662,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210316T100152_sui_geneva.tif
2021-03-19T10:24:00.000+00:00,S3A,3.09771,1.42143,11.32687,80,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210319T102419_sui_geneva.tif
2021-03-20T09:58:00.000+00:00,S3A,3.06742,1.52715,16.44813,80,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210320T095808_sui_geneva.tif
2021-03-21T09:31:00.000+00:00,S3A,4.08924,1.9713,12.55855,72,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210321T093158_sui_geneva.tif
2021-03-25T09:28:00.000+00:00,S3A,6.9035,4.61543,12.25974,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210325T092814_sui_geneva.tif
2021-03-24T09:54:00.000+00:00,S3A,3.48684,1.40411,14.56291,83,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210324T095425_sui_geneva.tif
2021-03-23T10:20:00.000+00:00,S3A,2.81741,0.43683,11.12008,84,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210323T102036_sui_geneva.tif
2021-03-27T10:16:00.000+00:00,S3A,5.67364,1.12341,14.67634,76,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210327T101652_sui_geneva.tif
2021-03-28T09:50:00.000+00:00,S3A,7.26649,2.21728,12.684,72,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210328T095042_sui_geneva.tif
2021-03-29T09:24:00.000+00:00,S3A,9.71386,9.71386,9.71386,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210329T092431_sui_geneva.tif
2021-03-31T10:13:00.000+00:00,S3A,8.30911,2.60832,12.17512,90,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210331T101309_sui_geneva.tif
2021-04-04T10:09:00.000+00:00,S3A,6.62278,1.9848,11.9124,88,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210404T100925_sui_geneva.tif
2021-04-01T09:46:00.000+00:00,S3A,8.89268,3.46506,13.14167,83,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210401T094658_sui_geneva.tif
2021-04-02T09:20:00.000+00:00,S3A,9.85135,8.37901,11.08446,3,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210402T092047_sui_geneva.tif
2021-04-05T09:43:00.000+00:00,S3A,6.65959,4.91096,9.95568,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210405T094315_sui_geneva.tif
2021-04-09T09:39:00.000+00:00,S3A,7.86283,3.11616,11.71976,45,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210409T093931_sui_geneva.tif
2021-04-08T10:05:00.000+00:00,S3A,7.26687,2.1796,11.82709,89,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210408T100542_sui_geneva.tif
2021-04-11T10:28:00.000+00:00,S3A,4.63311,4.63311,4.63311,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210411T102809_sui_geneva.tif
2021-04-12T10:01:00.000+00:00,S3A,6.06889,2.39697,10.46062,16,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210412T100158_sui_geneva.tif
2021-04-13T09:35:00.000+00:00,S3A,8.38421,2.57212,11.20463,77,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210413T093547_sui_geneva.tif
2021-04-15T10:24:00.000+00:00,S3A,6.54206,1.97192,11.25566,68,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210415T102425_sui_geneva.tif
2021-04-16T09:58:00.000+00:00,S3A,7.09998,2.36632,11.72454,55,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210416T095814_sui_geneva.tif
2021-04-17T09:32:00.000+00:00,S3A,8.07231,3.09878,11.66104,66,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210417T093204_sui_geneva.tif
2021-04-20T09:54:00.000+00:00,S3A,7.09374,2.41254,12.05437,78,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210420T095431_sui_geneva.tif
2021-04-19T10:20:00.000+00:00,S3A,6.4615,2.22574,13.0071,84,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210419T102041_sui_geneva.tif
2021-04-23T10:16:00.000+00:00,S3A,6.98726,2.11015,12.67665,89,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210423T101657_sui_geneva.tif
2021-04-24T09:50:00.000+00:00,S3A,7.57186,2.96273,11.94665,80,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210424T095047_sui_geneva.tif
2021-04-25T09:24:00.000+00:00,S3A,7.66184,4.0098,11.30932,59,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210425T092436_sui_geneva.tif
2021-04-28T09:47:00.000+00:00,S3A,7.18288,7.18288,7.18288,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210428T094703_sui_geneva.tif
2021-04-27T10:13:00.000+00:00,S3A,6.75226,2.52251,11.1569,79,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210427T101313_sui_geneva.tif
2021-05-02T09:43:00.000+00:00,S3A,5.50895,2.65503,8.8305,39,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210502T094319_sui_geneva.tif
2021-05-05T10:05:00.000+00:00,S3A,2.72697,0.56045,9.31378,25,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210505T100545_sui_geneva.tif
2021-05-09T10:02:00.000+00:00,S3A,2.349,1.95018,10.0798,13,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210509T100201_sui_geneva.tif
2021-05-12T10:24:00.000+00:00,S3A,2.29345,2.00201,5.97532,19,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210512T102427_sui_geneva.tif
2021-05-18T09:28:00.000+00:00,S3A,3.83106,2.29194,9.12546,42,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210518T092821_sui_geneva.tif
2021-05-17T09:54:00.000+00:00,S3A,3.10776,2.1781,5.11365,2,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210517T095432_sui_geneva.tif
2021-05-20T10:16:00.000+00:00,S3A,3.90346,1.2014,10.58894,83,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210520T101659_sui_geneva.tif
2021-05-22T09:24:00.000+00:00,S3A,5.83397,3.03447,8.84235,33,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210522T092437_sui_geneva.tif
2021-05-25T09:47:00.000+00:00,S3A,4.66475,1.91265,10.00924,22,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210525T094703_sui_geneva.tif
2021-05-28T10:09:00.000+00:00,S3A,8.1682,1.94135,13.83896,82,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210528T100929_sui_geneva.tif
2021-05-29T09:43:00.000+00:00,S3A,9.527,2.34953,15.63201,80,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210529T094318_sui_geneva.tif
2021-06-01T10:05:00.000+00:00,S3A,9.73315,3.01192,15.13683,88,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210601T100544_sui_geneva.tif
2021-06-05T10:02:00.000+00:00,S3A,7.76941,3.05229,10.76363,57,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210605T100201_sui_geneva.tif
2021-06-06T09:35:00.000+00:00,S3A,7.0023,4.03887,9.94336,29,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210606T093550_sui_geneva.tif
2021-06-08T10:24:00.000+00:00,S3A,3.11503,3.11503,3.11503,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210608T102427_sui_geneva.tif
2021-06-12T10:20:00.000+00:00,S3A,3.06852,2.28557,10.30884,69,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210612T102043_sui_geneva.tif
2021-06-10T09:32:00.000+00:00,S3A,3.20046,2.33554,7.87503,30,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210610T093206_sui_geneva.tif
2021-06-13T09:54:00.000+00:00,S3A,3.80784,2.38849,11.20173,87,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210613T095433_sui_geneva.tif
2021-06-14T09:28:00.000+00:00,S3A,4.0391,2.46244,8.67693,70,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210614T092822_sui_geneva.tif
2021-06-16T10:16:00.000+00:00,S3A,3.56902,2.19962,9.8288,84,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210616T101659_sui_geneva.tif
2021-06-17T09:50:00.000+00:00,S3A,3.61253,3.29328,3.79353,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210617T095048_sui_geneva.tif
2021-06-21T09:47:00.000+00:00,S3A,3.28251,2.37268,10.27622,67,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210621T094704_sui_geneva.tif
2021-06-22T09:20:00.000+00:00,S3A,3.16383,2.35039,5.86822,22,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210622T092053_sui_geneva.tif
2021-06-24T10:09:00.000+00:00,S3A,4.05752,2.39315,10.4391,12,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210624T100931_sui_geneva.tif
2021-06-25T09:43:00.000+00:00,S3A,4.09522,2.42387,9.00428,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210625T094320_sui_geneva.tif
2021-06-28T10:05:00.000+00:00,S3A,3.3679,2.49355,11.56968,5,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210628T100547_sui_geneva.tif
2021-07-02T10:02:00.000+00:00,S3A,3.25983,2.31152,10.12833,83,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210702T100202_sui_geneva.tif
2021-07-07T09:32:00.000+00:00,S3A,2.85352,2.76784,2.93919,1,https://eawagrs.s3.eu-central-1.amazonaws.com/alplakes/cropped/sentinel3/geneva/OC3_chla_S3A_20210707T093207_sui_geneva.tif
